,group_name,subgroup_name,project_name,annotator_name,pmcid,start_char,end_char,diagnosis,count,male count,age mean,female count,age minimum,age maximum,age median
344,healthy,young adults,participant_demographics,Jerome_Dockes,6585311,[],[],,12,8.0,25.2,4.0,,,
345,healthy,controls,participant_demographics,Jerome_Dockes,6585311,[],[],,9,4.0,64.2,5.0,,,
346,patients,_,participant_demographics,Jerome_Dockes,6585311,[],[],chronic post-stroke hemiparesis,10,6.0,66.7,4.0,,,
43,healthy,_,participant_demographics,Jerome_Dockes,6611425,[],[],,163,117.0,36.9,46.0,,,
44,patients,_,participant_demographics,Jerome_Dockes,6611425,[],[],schizophrenia,151,114.0,37.8,37.0,,,
113,healthy,_,participant_demographics,Jerome_Dockes,6646524,[],[],,27,,,,,,
224,healthy,study 1 adults,participant_demographics,Jerome_Dockes,6664004,[],[],,51,10.0,43.71,41.0,27.49,55.91,
225,healthy,study 1 adolescents,participant_demographics,Jerome_Dockes,6664004,[],[],,53,26.0,13.37,27.0,12.18,14.82,
226,healthy,study 2 adolescents,participant_demographics,Jerome_Dockes,6664004,[],[],,51,26.0,13.98,25.0,12.03,15.94,
410,patients,_,participant_demographics,Jerome_Dockes,6667657,[],[],chronic tinnitus,12,,,,,,
130,patients,_,participant_demographics,Jerome_Dockes,6675526,[],[],Idiopathic Parkinson’s disease,50,29.0,57.7,21.0,,,
131,healthy,_,participant_demographics,Jerome_Dockes,6675526,[],[],,20,11.0,54.6,9.0,,,
318,patients,_,participant_demographics,Jerome_Dockes,6678781,[],[],Pedophilic Child Sexual Offenders,61,61.0,,,,,
331,healthy,_,participant_demographics,Jerome_Dockes,6688454,[],[],,17,,20.7,17.0,18.0,23.0,
155,healthy,_,participant_demographics,Jerome_Dockes,6697392,[],[],,21,,23.04,,18.0,35.0,
89,patients,_,participant_demographics,Jerome_Dockes,6699415,[],[],supratentorial gliomas,5,2.0,33.7,3.0,,,
154,healthy,_,participant_demographics,Jerome_Dockes,6726765,[],[],,18,9.0,30.3,9.0,,,
272,healthy,_,participant_demographics,Jerome_Dockes,6787094,[],[],,16,12.0,,4.0,18.0,40.0,
309,patients,_,participant_demographics,Jerome_Dockes,6820536,[],[],fibromyalgia,20,,46.4,20.0,22.0,70.0,
310,healthy,_,participant_demographics,Jerome_Dockes,6820536,[],[],,20,,42.1,20.0,21.0,70.0,
280,healthy,_,participant_demographics,Jerome_Dockes,6847157,[],[],,31,10.0,24.3,21.0,20.0,29.0,
53,patients,_,participant_demographics,Jerome_Dockes,6854061,[],[],panic disorder with agoraphobia,121,,,,,,
54,healthy,_,participant_demographics,Jerome_Dockes,6854061,[],[],,77,,,,,,
367,healthy,_,participant_demographics,Jerome_Dockes,6868994,[],[],,29,15.0,34.5,14.0,,,
175,patients,_,participant_demographics,Jerome_Dockes,6878729,[],[],right-sided cerebral palsy,8,3.0,,5.0,10.0,30.0,
399,patients,_,participant_demographics,Jerome_Dockes,6902076,[],[],Dementia with Lewy bodies,17,13.0,71.88,4.0,60.0,82.0,
400,healthy,_,participant_demographics,Jerome_Dockes,6902076,[],[],,20,9.0,67.8,11.0,56.0,77.0,
215,patients,_,participant_demographics,Jerome_Dockes,6908505,[],[],bipolar disorder,70,,37.0,,18.0,65.0,
193,healthy,_,participant_demographics,Jerome_Dockes,6908964,[],[],,26,,,,,,
191,healthy,_,participant_demographics,Jerome_Dockes,6989437,[],[],,13,8.0,,5.0,20.0,22.0,
413,healthy,_,participant_demographics,Jerome_Dockes,7002496,[],[],,20,10.0,22.3,10.0,19.0,28.0,
337,healthy,young,participant_demographics,Jerome_Dockes,7004957,[],[],,28,19.0,24.39,9.0,18.0,34.0,
338,healthy,old,participant_demographics,Jerome_Dockes,7004957,[],[],,23,,,,,,
159,healthy,_,participant_demographics,Jerome_Dockes,7005761,[],[],,26,17.0,11.4,9.0,8.0,16.0,
278,healthy,_,participant_demographics,Jerome_Dockes,7038454,[],[],,104,,17.11,,12.27,21.96,
322,healthy,_,participant_demographics,Jerome_Dockes,7057279,[],[],,55,17.0,13.0,38.0,,,
30,patients,_,participant_demographics,Jerome_Dockes,7082218,[],[],mood and/or anxiety disorder,223,61.0,36.0,162.0,,,
31,healthy,_,participant_demographics,Jerome_Dockes,7082218,[],[],,45,22.0,32.0,23.0,,,
47,patients,_,participant_demographics,Jerome_Dockes,7090024,[],[],subjective cognitive decline,35,,,,,,
48,healthy,_,participant_demographics,Jerome_Dockes,7090024,[],[],,32,,,,,,
183,healthy,_,participant_demographics,Jerome_Dockes,7099000,[],[],,57,31.0,10.19,26.0,,,
353,patients,_,participant_demographics,Jerome_Dockes,7118554,[],[],major depressive disorder,43,13.0,,30.0,,,
354,healthy,_,participant_demographics,Jerome_Dockes,7118554,[],[],,56,30.0,,26.0,,,
189,healthy,_,participant_demographics,Jerome_Dockes,7156375,[],[],,33,18.0,25.242,15.0,,,
285,patients,_,participant_demographics,Jerome_Dockes,7194032,[],[],Autism spectrum disorder,26,,,,8.0,18.0,
286,healthy,_,participant_demographics,Jerome_Dockes,7194032,[],[],,28,,,,8.0,18.0,
34,healthy,tsd,participant_demographics,Jerome_Dockes,7260173,[],[],,39,22.0,33.5,17.0,,,
35,healthy,control,participant_demographics,Jerome_Dockes,7260173,[],[],,15,7.0,34.5,8.0,,,
59,healthy,post-partum,participant_demographics,Jerome_Dockes,7272423,[],[],,25,,,25.0,,,
60,healthy,never pregnant,participant_demographics,Jerome_Dockes,7272423,[],[],,32,,,32.0,,,
382,patients,_,participant_demographics,Jerome_Dockes,7275001,[],[],lung cancer,18,,,,48.0,70.0,
383,healthy,_,participant_demographics,Jerome_Dockes,7275001,[],[],,21,,,,48.0,70.0,
176,patients,_,participant_demographics,Jerome_Dockes,7275020,[],[],acute mild traumatic brain injury,53,,,,,,
177,healthy,_,participant_demographics,Jerome_Dockes,7275020,[],[],,37,,,,,,
357,healthy,_,participant_demographics,Jerome_Dockes,7339141,[],[],,20,9.0,23.0,11.0,18.0,27.0,
339,healthy,work with children,participant_demographics,Jerome_Dockes,7395771,[],[],,19,9.0,,10.0,,,
340,healthy,no work with children,participant_demographics,Jerome_Dockes,7395771,[],[],,19,9.0,,10.0,,,
218,healthy,_,participant_demographics,Jerome_Dockes,7406917,[],[],,7,7.0,23.5,,21.0,28.0,
404,healthy,_,participant_demographics,Jerome_Dockes,7416060,[],[],,90,,,,,,
405,patients,_,participant_demographics,Jerome_Dockes,7416060,[],[],Chronic cannabis users,54,,,,,,
125,healthy,_,participant_demographics,Jerome_Dockes,7430162,[],[],,13,,28.4,,19.0,45.0,
239,healthy,_,participant_demographics,Jerome_Dockes,7456884,[],[],,19,12.0,27.9,7.0,,,
403,healthy,_,participant_demographics,Jerome_Dockes,7481390,[],[],,28,15.0,26.39,13.0,,,
348,patients,_,participant_demographics,Jerome_Dockes,7485713,[],[],multiple system atrophy,24,,,,,,
349,healthy,_,participant_demographics,Jerome_Dockes,7485713,[],[],,20,,,,,,
358,patients,_,participant_demographics,Jerome_Dockes,7493988,[],[],essential tremor ,10,6.0,69.4,4.0,,,
359,healthy,_,participant_demographics,Jerome_Dockes,7493988,[],[],,10,5.0,67.7,5.0,,,
151,patients,fd-pds-mdd,participant_demographics,Jerome_Dockes,7518235,[],[],post-prandial distress subtype functional dyspepsia with major depressive disorder,24,,,24.0,,,
152,patients,fd-pds-no-mdd,participant_demographics,Jerome_Dockes,7518235,[],[],post-prandial distress subtype functional dyspepsia without major depressive disorder,24,,,24.0,,,
153,healthy,_,participant_demographics,Jerome_Dockes,7518235,[],[],,24,,,24.0,,,
141,patients,_,participant_demographics,Jerome_Dockes,7539836,[],[],acute mild traumatic brain injury,50,,,,,,
142,healthy,_,participant_demographics,Jerome_Dockes,7539836,[],[],,43,,,,,,
149,healthy,_,participant_demographics,Jerome_Dockes,7563756,[],[],,29,,,,,,
100,healthy,_,participant_demographics,Jerome_Dockes,7649291,[],[],,12,5.0,25.8,7.0,,,
327,patients,dataset 1,participant_demographics,Jerome_Dockes,7721229,[],[],schizophrenia,151,115.0,38.77,36.0,18.0,62.0,
328,patients,dataset 2,participant_demographics,Jerome_Dockes,7721229,[],[],autism spectrum disorder,255,224.0,17.05,31.0,7.0,55.4,
329,healthy,dataset 1,participant_demographics,Jerome_Dockes,7721229,[],[],,160,115.0,37.04,45.0,19.0,59.0,
330,healthy,dataset 2,participant_demographics,Jerome_Dockes,7721229,[],[],,314,249.0,17.04,65.0,6.47,56.2,
160,healthy,_,participant_demographics,Jerome_Dockes,7745153,[],[],,46,32.0,22.61,14.0,,,
15,healthy,hcd,participant_demographics,Jerome_Dockes,7758977,[],[],,7,2.0,31.0,5.0,,,
16,healthy,fasting,participant_demographics,Jerome_Dockes,7758977,[],[],,6,1.0,29.0,5.0,,,
332,healthy,_,participant_demographics,Jerome_Dockes,7779563,[],[],,34,,73.2,,56.0,83.0,
258,patients,_,participant_demographics,Jerome_Dockes,7829678,[],[],Type 2 diabetes mellitus,53,,,,,,
259,healthy,_,participant_demographics,Jerome_Dockes,7829678,[],[],,39,,,,,,
420,patients,_,participant_demographics,Jerome_Dockes,7836234,[],[],mesial temporal lobe epilepsy,19,11.0,45.3,8.0,,,
421,healthy,_,participant_demographics,Jerome_Dockes,7836234,[],[],,19,10.0,45.8,9.0,,,
109,patients,amci,participant_demographics,Jerome_Dockes,7838677,[],[],amnestic mild cognitive impairment,11,4.0,,7.0,65.0,81.0,
110,patients,mad,participant_demographics,Jerome_Dockes,7838677,[],[],mild Alzheimer's dementia,6,4.0,,2.0,65.0,81.0,
111,healthy,_,participant_demographics,Jerome_Dockes,7838677,[],[],,28,14.0,,14.0,55.0,81.0,
36,patients,_,participant_demographics,Jerome_Dockes,7851842,[],[],schizophrenia,17,,,,,,
37,healthy,_,participant_demographics,Jerome_Dockes,7851842,[],[],,18,,,,,,
299,patients,_,participant_demographics,Jerome_Dockes,7875881,[],[],major depressive disorder,19,,,,18.0,55.0,
300,healthy,_,participant_demographics,Jerome_Dockes,7875881,[],[],,17,,,,18.0,55.0,
202,healthy,_,participant_demographics,Jerome_Dockes,7913329,[],[],,63,36.0,37.0,27.0,22.0,55.0,
422,healthy,_,participant_demographics,Jerome_Dockes,7981326,[],[],,15,5.0,31.6,10.0,22.0,54.0,
13,healthy,_,participant_demographics,Jerome_Dockes,7989009,[],[],,29,16.0,23.6,13.0,21.0,33.0,
418,healthy,_,participant_demographics,Jerome_Dockes,7994216,[],[],,24,12.0,25.3,12.0,21.0,34.0,
245,healthy,fmri experiment,participant_demographics,Jerome_Dockes,8018944,[],[],,30,9.0,23.0,21.0,,,
246,healthy,tms-mep experiment,participant_demographics,Jerome_Dockes,8018944,[],[],,9,2.0,24.0,7.0,,,
381,healthy,_,participant_demographics,Jerome_Dockes,8152834,[],[],,39,21.0,21.33,18.0,18.0,24.0,
368,patients,_,participant_demographics,Jerome_Dockes,8154462,[],[],stroke,11,11.0,56.21,,45.0,68.0,
369,healthy,_,participant_demographics,Jerome_Dockes,8154462,[],[],,9,9.0,53.7,,40.0,67.0,
168,healthy,_,participant_demographics,Jerome_Dockes,8172304,[],[],,40,8.0,,32.0,25.0,63.0,
169,patients,_,participant_demographics,Jerome_Dockes,8172304,[],[],chronic urticaria,32,6.0,,26.0,25.0,65.0,
178,patients,_,participant_demographics,Jerome_Dockes,8213933,[],[],autism spectrum disorder,28,20.0,14.58,8.0,,,
179,healthy,_,participant_demographics,Jerome_Dockes,8213933,[],[],,27,18.0,14.49,9.0,,,
325,patients,_,participant_demographics,Jerome_Dockes,8315277,[],[],White matter hyperintensities,104,,,,,,
326,healthy,_,participant_demographics,Jerome_Dockes,8315277,[],[],,37,,,,,,
132,healthy,young,participant_demographics,Jerome_Dockes,8318202,[],[],,29,,,,19.0,30.0,
133,healthy,old,participant_demographics,Jerome_Dockes,8318202,[],[],,32,,,,65.0,81.0,
223,healthy,_,participant_demographics,Jerome_Dockes,8379626,[],[],,67,36.0,15.6,31.0,,,
39,patients,_,participant_demographics,Jerome_Dockes,8459240,[],[],cocaine use disorder ,55,27.0,,28.0,,,
40,healthy,_,participant_demographics,Jerome_Dockes,8459240,[],[],,54,26.0,,28.0,,,
61,patients,_,participant_demographics,Jerome_Dockes,8544331,[],[],neovascular age-related macular degeneration,18,9.0,,9.0,55.0,,
62,healthy,_,participant_demographics,Jerome_Dockes,8544331,[],[],,18,9.0,,9.0,55.0,,
290,patients,_,participant_demographics,Jerome_Dockes,8550949,[],[],schizophrenia,31,26.0,26.64,5.0,,,
291,healthy,_,participant_demographics,Jerome_Dockes,8550949,[],[],,35,26.0,27.12,9.0,,,
240,patients,_,participant_demographics,Jerome_Dockes,8569140,[],[],hemifacial spasm,30,12.0,48.87,18.0,,,
241,healthy,_,participant_demographics,Jerome_Dockes,8569140,[],[],,30,12.0,47.63,18.0,,,
271,healthy,_,participant_demographics,Jerome_Dockes,8615904,[],[],,595,218.0,39.47,377.0,8.0,83.0,
181,healthy,_,participant_demographics,Jerome_Dockes,8699602,[],[],,24,10.0,34.5,14.0,,,
41,healthy,_,participant_demographics,Jerome_Dockes,8752963,[],[],,110,,,,,,
305,healthy,_,participant_demographics,Jerome_Dockes,8764488,[],[],,20,14.0,24.0,6.0,20.0,34.0,
186,patients,_,participant_demographics,Jerome_Dockes,8782893,[],[],attention/deficit hyperactivity disorder,88,,,,,,
187,healthy,_,participant_demographics,Jerome_Dockes,8782893,[],[],,79,,,,,,
79,patients,ais,participant_demographics,Jerome_Dockes,8785614,[],[],arterial ischemic stroke,26,,,,,,
80,patients,pvi,participant_demographics,Jerome_Dockes,8785614,[],[],periventricular venous infarction,26,,,,,,
81,healthy,_,participant_demographics,Jerome_Dockes,8785614,[],[],,31,,,,,,
219,patients,_,participant_demographics,Jerome_Dockes,8785646,[],[],posttraumatic stress disorder,14,,,,,,
220,healthy,_,participant_demographics,Jerome_Dockes,8785646,[],[],,15,,,,,,
167,healthy,_,participant_demographics,Jerome_Dockes,8828908,[],[],,216,,,,,,
108,healthy,_,participant_demographics,Jerome_Dockes,8837589,[],[],,20,9.0,,11.0,21.0,31.0,
426,patients,schizophrenia,participant_demographics,Jerome_Dockes,8883821,[],[],schizophrenia,28,20.0,,8.0,21.0,54.0,
427,patients,autism spectrum disorder,participant_demographics,Jerome_Dockes,8883821,[],[],autism spectrum disorder,20,16.0,,4.0,19.0,43.0,
428,healthy,_,participant_demographics,Jerome_Dockes,8883821,[],[],,30,22.0,,8.0,19.0,54.0,
253,healthy,_,participant_demographics,Jerome_Dockes,8893203,[],[],,10,7.0,26.6,3.0,,,
9,patients,_,participant_demographics,Jerome_Dockes,8933317,[],[],Temporal lobe epilepsy,66,,,,,,
10,healthy,_,participant_demographics,Jerome_Dockes,8933317,[],[],,31,,,,,,
294,patients,LMTLE,participant_demographics,Jerome_Dockes,8933759,[],[],Left Mesial Temporal Lobe Epilepsy,12,,,,,,
295,patients,RMTLE,participant_demographics,Jerome_Dockes,8933759,[],[],Right Mesial Temporal Lobe Epilepsy,11,,,,,,
296,healthy,_,participant_demographics,Jerome_Dockes,8933759,[],[],,23,,,,,,
97,patients,_,participant_demographics,Jerome_Dockes,8939409,[],[],internet addiction,24,14.0,20.58,10.0,,,
98,healthy,_,participant_demographics,Jerome_Dockes,8939409,[],[],,23,10.0,21.13,13.0,,,
171,patients,_,participant_demographics,Jerome_Dockes,8978988,[],[],GNE myopathy with congenital thrombocytopenia,1,1.0,,,,,
313,healthy,_,participant_demographics,Jerome_Dockes,9057100,[],[],,163,117.0,36.9,46.0,,,
314,patients,_,participant_demographics,Jerome_Dockes,9057100,[],[],schizophrenia,151,114.0,37.8,37.0,,,
84,healthy,_,participant_demographics,Jerome_Dockes,9108497,[],[],,134,72.0,5.34,62.0,5.08,5.22,
374,healthy,NC,participant_demographics,Jerome_Dockes,9205431,[],[],,38,16.0,,22.0,,,
375,healthy,APOE,participant_demographics,Jerome_Dockes,9205431,[],[],,38,16.0,,22.0,,,
69,patients,_,participant_demographics,Jerome_Dockes,9230060,[],[],offenders,20,20.0,,,,,
70,healthy,_,participant_demographics,Jerome_Dockes,9230060,[],[],,20,20.0,,,,,
28,patients,_,participant_demographics,Jerome_Dockes,9308181,[],[],tuberous sclerosis complex,173,,,,,,
273,patients,abide 1,participant_demographics,Jerome_Dockes,9407088,[],[],autism spectrum disorder,539,,,,,,
274,patients,abide 2,participant_demographics,Jerome_Dockes,9407088,[],[],autism spectrum disorder,521,,,,,,
275,healthy,abide 1,participant_demographics,Jerome_Dockes,9407088,[],[],,573,,,,,,
276,healthy,abide 2,participant_demographics,Jerome_Dockes,9407088,[],[],,593,,,,,,
221,patients,_,participant_demographics,Jerome_Dockes,9435010,[],[],schizophrenia,100,,,,,,
222,healthy,_,participant_demographics,Jerome_Dockes,9435010,[],[],,50,,,,,,
398,patients,_,participant_demographics,Jerome_Dockes,9461104,[],[],Pontocerebellar hypoplasia,6,,,,,,
99,healthy,_,participant_demographics,Jerome_Dockes,9548384,[],[],,23,23.0,29.9,,,,
371,healthy,_,participant_demographics,Jerome_Dockes,9564100,[],[],,1418,546.0,22.39,872.0,18.0,35.0,
477,healthy,_,participant_demographics,ju-chi_yu,10839335,[],[],,48,,,,,,
472,healthy,_,participant_demographics,ju-chi_yu,10839845,[],[],,10,,,,,,
591,healthy,_,participant_demographics,ross_blair,10844152,[],[],,7,,,,,,
597,healthy,_,participant_demographics,ross_blair,10850607,[],[],,165,,,,,,
466,healthy,_,participant_demographics,ju-chi_yu,10858222,[],[],,22,,,,,,
473,patients,_,participant_demographics,ju-chi_yu,10870473,[],[],BPD,30,,,,,,
474,healthy,_,participant_demographics,ju-chi_yu,10870473,[],[],,30,,,,,,
592,healthy,_,participant_demographics,ross_blair,10877862,[],[],,78,,,,,,
467,healthy,_,participant_demographics,ju-chi_yu,10956805,[],[],,73,,,,,,
468,patients,_,participant_demographics,ju-chi_yu,10958407,[],[],NDPH,29,,,,,,
469,healthy,_,participant_demographics,ju-chi_yu,10958407,[],[],,37,,,,,,
471,healthy,_,participant_demographics,ju-chi_yu,10980722,[],[],,229,,,,,,
588,healthy,_,participant_demographics,ross_blair,10995093,[],[],,79,,,,,,
596,healthy,_,participant_demographics,ross_blair,10999557,[],[],,58,,,,,,
593,healthy,_,participant_demographics,ross_blair,11000510,[],[],,395,,,,,,
475,healthy,_,participant_demographics,ju-chi_yu,11024046,[],[],,16,,,,,,
476,patients,_,participant_demographics,ju-chi_yu,11024046,[],[],AD,16,,,,,,
464,patients,_,participant_demographics,ju-chi_yu,11033924,[],[],,114,,,,,,
465,healthy,_,participant_demographics,ju-chi_yu,11033924,[],[],,94,,,,,,
594,healthy,_,participant_demographics,ross_blair,11035677,[],[],,54,,,,,,
470,healthy,_,participant_demographics,ju-chi_yu,11063816,[],[],,50,,,,,,
590,healthy,_,participant_demographics,ross_blair,11069337,[],[],,28,,,,,,
